uid,note,controller_id,build_tunnel,mac_address,ip_tunnel,ip_support,pcb_version,pcb_dipswitch_value,jacks_state,sensors_fault,phases_detected,frequency_detected,firmware_version,ip_public,ip_dhcp,datetime_reboot,datetime_online,datetime_tunnel,datetime_vglms_start,datetime_button_user,datetime_button_user_long,datetime_reset,datetime_reset_long,datetime_created,tunnel_ping_time,oem,calibration_version
BLVONYS44B,Toronto 20240719 First Shipped,,0,3ce4b0d75561,,172.17.2.197,5,2,0,0,,,11164,,192.168.111.65,2024-07-25 16:23:40,,,2024-07-25 16:31:50,2024-07-25 16:27:17,2024-07-25 16:28:45,2024-07-19 15:21:43,,2024-07-19 15:18:26,,,1
BSI3Z5B6YE,Reliable 20240912 PRO,,1,98f07b9da241,10.241.65.54,172.17.2.165,5,0,0,0,,,11198,184.71.162.178,192.168.1.169,2024-11-25 22:47:06,,,2024-11-25 23:07:11,2024-06-07 17:11:32,,2024-06-07 14:52:34,,2024-06-07 14:46:55,71,,1
BWZWISB44B,Treehouse VarianPRO - 02 20231130,15,1,3ce0648b66c1,10.241.64.94,172.17.2.165,5,3,0,0,,,11224,47.55.112.91,172.20.101.12,2024-10-27 13:23:43,,,2024-08-17 11:55:40,,,,,2023-11-30 20:36:11,19,,1
DAO5GSB44B,Reliable 20240912 PRO,,1,3ce0646eb803,10.241.64.234,172.17.2.103,5,0,0,0,,,11198,184.71.162.178,192.168.1.158,2024-11-25 22:48:14,,,2024-11-25 23:08:42,,,2024-09-14 15:10:52,,2024-06-27 14:28:56,72,,1
DCS7GSB44B,Reliable 20240820 PRO,210,1,3ce0646fc843,10.241.65.186,172.17.2.167,5,0,3,0,,,11226,184.151.230.90,192.168.0.101,2024-12-12 01:15:34,,,2024-12-31 18:07:46,2024-08-22 13:23:40,2024-08-22 13:18:29,,,2024-08-20 22:00:57,95,,1
DDQTGSB44B,Reliable 20240820,,0,3ce06469c063,,172.17.2.199,5,2,3,0,,,11226,75.155.240.234,192.168.1.117,2024-11-14 15:41:25,,,2024-12-31 18:03:41,2024-05-27 13:15:23,2024-11-13 23:02:14,2024-08-20 19:09:08,,2024-08-20 17:18:41,77,,1
DKVONYS44B,Toronto Stock 20241203,,0,3ce4b0d75543,,172.17.2.167,5,2,0,,,,11214,209.20.60.12,192.168.111.35,2024-12-03 17:32:32,,,2024-12-03 17:27:00,2024-12-03 17:23:44,,,,2024-10-22 19:40:40,10,,1
DRQCFMCXUH,Reliable 20240820 - Windsor 20241121,,0,f4b898514223,,172.17.2.135,5,2,0,0,,,11170,,192.168.1.205,2024-09-04 15:03:38,,,2024-09-04 15:15:32,,,,,2024-08-20 20:03:57,,,1
DRS7GSB44B,Reliable 20240820,,0,3ce0646fca23,,172.17.2.135,5,2,0,0,,,11198,184.71.162.178,192.168.1.148,2024-11-25 17:13:18,,,2024-11-25 17:32:51,,2024-04-22 18:22:42,2024-08-22 14:47:21,,2024-04-18 16:23:03,0,,1
DULAHSB44B,Reliable 20240820,,0,3ce064702e83,,172.17.2.103,5,2,0,0,,,11170,,192.168.1.137,2024-09-04 15:33:31,,,2024-08-20 20:16:51,,,2024-08-20 20:12:53,,2024-08-20 16:41:03,,,1
DV4BPSTQUB,Reliable 20240820 PRO,179,1,3484e4f0f2a3,10.241.65.50,172.17.2.135,5,0,7,0,,,11226,184.151.230.146,192.168.2.59,2024-10-16 19:00:35,,,2024-12-31 17:37:56,2024-10-21 01:16:31,2024-08-20 21:21:57,2024-06-07 14:55:24,,2024-06-07 14:46:34,88,,1
E276F4SEMH,Great Oak Cohousing Mid 20240201,12,1,ec24b85f7f44,10.241.64.166,172.17.2.168,5,0,3,0,,,11226,70.90.143.154,10.7.38.235,2024-06-09 19:37:36,,,2024-12-31 18:19:41,,,,,2024-02-01 19:09:36,39,,1
EJL3Z5B6YE,Toronto Stock 20241203,,0,98f07b9dad24,,172.17.2.136,5,2,0,,,,11214,209.20.60.12,192.168.111.203,2024-12-03 17:35:28,,,2024-12-03 17:03:31,,,,,2024-10-22 19:20:51,0,,1
F4DNWNPGED,West Broadway 20231118,1,1,6433db668f85,10.241.64.106,172.17.2.105,5,0,7,0,,,11226,174.7.104.114,192.168.1.228,2024-10-11 21:30:30,,,2024-12-31 18:00:21,,,,,2023-11-18 23:10:09,69,,1
FKSH7NB5AD,1.01 -- RC9,,1,60e85bf3c945,10.241.64.26,172.17.2.169,5,2,0,0,,,11184,206.231.127.122,192.168.1.197,2024-09-09 11:02:06,,,2024-08-20 14:02:46,2024-07-09 15:17:46,2024-07-09 15:16:24,2024-03-29 20:35:45,2024-05-22 13:29:26,2024-04-10 14:16:29,95,,1
FVW3BSB44B,Reliable 20240820,,0,3ce0641ddaa5,,172.17.2.137,5,2,0,0,,,11198,184.71.162.178,192.168.1.173,2024-11-25 16:14:49,,,2024-11-25 16:31:44,2024-11-25 16:34:06,,2024-08-22 14:47:36,,2024-08-20 15:30:56,0,,1
FW5DNVAGMD,Reliable 20240912,,0,6c302ad1f6c5,,172.17.2.169,5,2,0,0,,,11198,184.71.162.178,192.168.1.14,2024-05-27 13:01:54,,,2024-11-26 23:47:19,,,,,2024-04-18 22:28:10,0,,1
FZAEDQTBIE,,,0,,,,,,,,,,11226,209.20.60.12,,,,,2024-12-31 18:02:10,,,,,2024-12-17 20:37:06,10,,1
GIJ4OSTQUB,Reliable 20240912 PRO 2x Calib GESCAN/TONY,183,1,3484e4ee2506,10.241.65.70,172.17.2.106,5,0,0,0,,,11226,50.64.45.37,192.168.0.174,2024-12-13 14:53:24,,,2024-12-31 17:41:00,2024-05-27 13:05:09,2024-05-27 13:05:15,2024-09-14 15:29:28,,2024-06-07 15:19:24,69,,1
GIL3Z5B6YE,Vancouver 20241022,,0,98f07b9dad06,,172.17.2.106,5,2,0,,,,11198,184.71.162.178,192.168.1.95,2024-11-27 17:12:39,,,2024-11-27 17:26:05,,,,,2024-10-22 19:40:58,0,,1
GOFAKMCXUH,1.01 -- RC6,,1,f4b898a015c6,10.241.64.118,172.17.2.170,5,0,0,0,,,11184,206.231.127.122,192.168.1.153,2024-07-01 16:30:27,,,2024-07-01 16:40:55,2024-03-21 13:56:29,,2024-03-24 18:54:24,2024-03-24 18:54:28,2024-01-22 20:43:52,94,,1
GUIAPSTQUB,Vancouver 20241022,,0,3484e4f02286,,172.17.2.106,5,2,0,,,,11198,184.71.162.178,192.168.1.251,2024-05-27 13:01:54,,,2024-11-26 22:48:41,2024-10-22 17:57:39,,2024-10-22 17:40:18,,2024-10-22 14:11:27,0,,1
H6ANIUGVUE,VG Office Commissioning Server,,1,,10.241.64.54,,,0,,,,,0,,,,,,,,,,,2024-09-12 02:05:30,,,1
HAVQISB44B,Reliable 20240820,,0,3ce064885407,,172.17.2.107,5,2,0,0,,,11170,,192.168.1.196,2024-05-27 13:01:54,,,2024-08-20 17:02:31,2024-09-04 15:32:10,2024-04-22 18:21:08,2024-08-20 16:55:09,,2024-04-18 15:58:59,,,1
HFB6GSB44B,Bundle - Gescan 20240404,,0,"",,"",5,2,0,0,,,11108,,192.168.1.16,2023-06-18 14:55:45,,,2024-04-17 17:14:46,,,2024-04-04 15:21:13,,2024-04-04 15:08:49,,,1
HMB27NB5AD,Reliable 20240820 PRO,6,1,60e85bfd0587,10.241.65.178,172.17.2.107,5,0,7,0,,,11226,172.218.20.72,192.168.1.68,2024-12-05 22:06:48,,,2024-12-31 18:09:11,,,2024-08-22 13:49:53,,2024-08-20 21:28:38,67,,1
HO2BPSTQUB,Vancouver 20241022,,0,3484e4f0e9c7,,172.17.2.171,5,2,0,,,,11198,184.71.162.178,192.168.1.193,2024-11-27 16:53:19,,,2024-11-27 17:06:55,,,,,2024-10-22 19:14:46,0,,1
HRMORNB5AD,Halsall's Dev BBB,,1,,10.241.64.114,,,0,,,,,0,,,,,,,,,,,2024-09-12 02:05:30,,,1
HSI3Z5B6YE,Toronto 20240820,182,1,98f07b9da247,10.241.65.90,172.17.2.171,5,0,0,0,,,11226,209.20.60.12,192.168.111.159,2024-12-30 18:11:30,,,2024-12-31 18:23:55,2024-12-13 17:28:50,2024-11-19 15:04:06,2024-09-10 16:05:03,,2024-08-19 17:25:11,10,,1
HXH3Z5B6YE,Vancouver 20241022,,0,98f07b9d9ee7,,172.17.2.203,5,2,0,,,,11198,184.71.162.178,192.168.1.134,2024-11-26 23:52:05,,,2024-11-26 21:44:05,,,2024-10-22 17:19:20,,2024-10-22 14:13:46,0,,1
HYV4GSB44B,Reliable 20240912,,0,3ce0646e5707,,172.17.2.107,5,2,0,0,,,11198,184.71.162.178,192.168.1.254,2024-05-27 13:01:55,,,2024-11-25 19:09:07,,,2024-09-12 16:18:23,,2024-04-04 15:04:11,0,,1
HYWRISB44B,Reliable 20240912,,0,3ce06488db07,,172.17.2.107,5,2,0,0,,,11198,184.71.162.178,192.168.1.125,2024-11-26 23:48:48,,,2024-09-14 15:58:10,2024-04-04 14:52:44,,2024-09-12 17:28:07,,2024-04-04 14:32:58,0,,1
HZYYBSB44B,Reliable 20240820,,0,3ce0641c6327,,172.17.2.139,5,2,0,0,,,11198,184.71.162.178,192.168.1.230,2024-11-25 17:13:31,,,2024-11-25 17:34:44,2024-09-04 16:35:13,,2024-08-20 19:44:02,,2024-08-20 17:05:24,0,,1
I3RTGSB44B,Reliable 20240912,,0,3ce06469c768,,172.17.2.204,5,2,0,0,,,11198,184.71.162.178,192.168.1.28,2024-11-26 23:35:25,,,2024-09-14 18:03:55,,,2024-09-12 17:27:52,,2024-04-04 16:27:14,0,,1
IFL5GSB44B,Ken R 20231120,52,1,3ce0646eaca8,10.241.64.150,172.17.2.140,5,2,3,0,,,11226,207.81.84.108,192.168.1.90,2024-12-14 20:34:16,,,2024-12-31 17:44:21,2024-12-14 18:24:36,,,,2023-11-20 19:55:31,72,,1
IGTARNB5AD,Treehouse old 20240607,,1,,10.241.64.102,,,0,,0,,,0,,,,,,,,,,,2024-02-03 16:20:43,,,1
IH2M7NB5AD,Reliable 20240912,,0,60e85bf668e8,,172.17.2.204,5,2,0,0,,,11198,184.71.162.178,192.168.1.175,2024-05-27 13:01:54,,,2024-09-14 14:38:25,2024-09-12 15:58:33,2024-09-12 15:21:59,2024-09-12 15:22:03,,2024-04-22 18:06:25,0,,1
IHC6GSB44B,Reliable 20240820 - Returned 20241121,,0,3ce0646f08e8,,172.17.2.204,5,2,0,0,,,11170,,192.168.1.33,2024-05-27 13:01:54,,,2024-04-18 17:44:11,,2024-04-22 17:34:47,2024-08-22 14:53:45,,2024-04-18 17:23:44,,,1
IHF6GSB44B,Bundle - Gescan 20240404,,0,3ce0646f14e8,,172.17.2.204,5,2,0,0,,,11198,184.71.162.178,192.168.1.130,2024-05-27 13:01:54,,,2024-11-25 18:16:35,,2024-04-22 17:56:58,,,2024-04-18 22:21:00,0,,1
IM2BPSTQUB,Reliable 20240820 PRO,29,1,3484e4f0e988,10.241.65.190,172.17.2.108,5,0,7,0,,,11186,207.34.169.212,192.168.200.130,2024-09-06 00:39:51,,,2024-09-06 00:47:40,,2024-08-22 14:15:27,2024-08-22 14:05:34,,2024-08-22 14:05:14,72,,1
INQ5GSB44B,VG Inventory - Reliable 20240418,,0,3ce0646ec1a8,,172.17.2.140,5,2,0,0,,,11106,,192.168.1.88,2024-04-22 18:39:08,,,,,,,,2024-04-22 18:45:33,,,1
IRJAHSB44B,Reliable 20240820,,0,3ce064702628,,172.17.2.140,5,2,0,0,,,11198,184.71.162.178,192.168.1.145,2024-05-27 13:01:54,,,2024-11-25 16:53:33,,,2024-08-22 14:47:30,,2024-04-22 17:24:30,0,,1
IRWWISB44B,Toronto Stock 20241203,,1,3ce0648b5a28,10.241.64.34,172.17.2.140,5,2,0,0,,,11214,209.20.60.12,192.168.111.113,2024-12-03 20:59:43,,,2024-10-22 18:42:35,2024-12-03 21:15:32,2024-12-03 21:15:18,,,2024-04-04 16:16:37,10,,1
J7P5GSB44B,Toronto Stock 20241203,,1,3ce0646ebfe9,10.241.64.186,172.17.2.205,5,2,0,0,,,11214,209.20.60.12,192.168.111.191,2024-12-03 17:26:44,,,2024-12-03 17:35:27,2024-09-10 17:15:37,2024-12-03 17:03:26,2024-04-23 16:14:24,,2024-04-05 13:47:51,10,,1
JNSCPSTQUB,Reliable 20240820 PRO 2x Calib,,1,3484e4f149a9,10.241.65.166,172.17.2.141,5,0,0,0,,,11198,184.71.162.178,192.168.1.109,2024-11-26 23:57:02,,,2024-11-27 00:16:10,,,2024-08-22 14:33:01,,2024-08-20 20:58:58,70,,1
JRNL5QDBUB,Bundle - Gescan 20240404,,0,3408e1d5b629,,172.17.2.141,5,2,0,0,,,11106,,192.168.1.90,2023-06-18 14:55:45,,,,,,,,2024-04-04 17:19:55,,,1
JSXRISB44B,Reliable 20240820,94,1,3ce06488de49,10.241.65.210,172.17.2.173,5,2,3,0,,,11224,184.71.162.178,192.168.1.30,2024-12-20 22:18:01,,,2024-12-30 18:25:15,2024-12-06 20:00:42,2024-09-04 22:58:20,2024-08-20 20:13:04,,2024-04-18 17:24:14,69,,1
JVZWISB44B,VG Inventory - Reliable 20240418,,0,3ce0648b66a9,,172.17.2.141,5,2,0,0,,,11106,,192.168.1.182,2024-04-22 17:47:54,,,2024-04-18 22:41:36,2024-10-28 15:02:17,,,,2024-04-18 22:21:04,,,1
K2WV6Y77AH,2246 Folkstone (R40) 20231130,19,1,e0fff1eadb4a,10.241.64.134,172.17.2.174,5,0,7,0,,,11226,50.68.249.58,192.168.0.45,2024-12-18 21:14:25,,,2024-12-31 17:54:35,,,,,2023-11-30 21:22:44,68,,1
K5HAHSB44B,Bundle - Gescan 20240404,,0,3ce064701faa,,172.17.2.142,0,0,3,0,,,11222,50.64.38.241,10.0.0.249,2024-12-02 00:26:43,,,2024-12-04 13:36:50,2024-10-12 22:21:53,,2024-04-04 17:10:35,,2024-04-04 17:05:31,78,,1
KAN5GSB44B,Toronto Stock 20241203,,0,3ce0646eb40a,,172.17.2.110,5,2,4,0,,,11226,209.20.60.12,192.168.111.118,2024-12-20 17:03:15,,,2024-12-31 18:35:27,2024-10-25 15:38:29,,2024-12-21 14:51:19,,2024-08-20 16:41:40,10,,1
KEM6GSB44B,Reliable 20240820,,0,3ce0646f308a,,172.17.2.110,5,2,0,0,,,11198,184.71.162.178,192.168.1.184,2024-05-27 13:01:55,,,2024-11-25 16:53:52,,,2024-08-20 19:44:05,,2024-08-20 17:05:08,0,,1
KJSH7NB5AD,Workshop,5,1,60e85bf3c92a,10.241.64.214,172.17.2.142,5,0,0,0,,,11226,209.20.60.12,192.168.111.153,2024-12-30 17:50:16,2024-08-28 19:25:36,,2024-12-31 16:53:55,2024-12-03 17:44:47,2024-12-03 17:53:11,2024-12-19 14:43:07,2024-10-07 15:43:02,2023-11-22 17:15:46,10,,1
KWO5GSB44B,Reliable 20240912,,0,3ce0646ebaca,,172.17.2.174,5,2,0,0,,,11198,184.71.162.178,192.168.1.84,2024-05-27 13:01:54,,,2024-09-14 14:38:10,,2024-05-27 13:02:19,2024-09-12 16:18:31,,2024-04-22 17:53:29,0,,1
KWZWISB44B,Reliable 20240912,,1,3ce0648b66ca,10.241.64.206,172.17.2.174,5,2,3,0,,,11198,184.71.162.178,10.10.10.208,2024-08-29 00:03:14,,,2024-08-29 00:56:13,2024-09-07 23:28:07,2024-06-25 23:29:25,,,2024-01-23 16:38:54,71,,1
KYFSOSTQUB,Reliable 20240912 PRO,,1,3484e4e9170a,10.241.65.58,172.17.2.110,5,0,0,0,,,11198,184.71.162.178,192.168.1.105,2024-11-26 21:11:56,,,2024-06-12 23:44:50,,2024-06-07 17:11:41,2024-09-14 15:10:49,,2024-06-07 14:48:27,71,,1
L42YBSB44B,Reliable 20240912,,0,3ce0641c6b8b,,172.17.2.111,5,2,0,0,,,11198,184.71.162.178,192.168.1.231,2024-11-25 18:46:41,,,2024-09-14 14:37:00,2024-06-12 21:11:08,,2024-09-12 16:02:23,,2024-04-04 17:14:03,0,,1
L5IUOSTQUB,Reliable 20240820 PRO 2x Calib,,1,3484e4ea23ab,10.241.65.194,172.17.2.143,5,0,0,0,,,11198,184.71.162.178,192.168.1.51,2024-11-26 23:57:06,,,2024-11-27 00:18:30,,,,,2024-08-22 15:14:55,72,,1
LEAENVAGMD,VG Inventory - Reliable 20240418,,0,6c302ad2008b,,172.17.2.111,5,2,0,0,,,11100,,192.168.1.226,2024-04-16 22:36:32,,,2024-04-17 12:57:47,,,,,2024-04-17 12:42:02,,,1
LEC6GSB44B,Reliable 20240820,,0,3ce0646f088b,,172.17.2.111,5,2,0,0,,,11198,184.71.162.178,192.168.1.187,2024-11-25 17:07:06,,,2024-11-25 17:06:16,,,2024-08-20 19:44:09,,2024-08-20 17:05:55,0,,1
LTNL5QDBUB,Reliable 20240912,,0,3408e1d5b66b,,172.17.2.207,5,2,0,0,,,11198,184.71.162.178,192.168.1.156,2024-11-25 19:03:11,,,2024-11-25 19:21:45,,,2024-09-12 17:27:58,,2024-04-04 15:08:49,0,,1
LX4BPSTQUB,Toronto Stock 20241203,,0,3484e4f0f2eb,,172.17.2.207,5,2,0,,,,11214,209.20.60.12,192.168.111.159,2024-12-03 17:40:17,,,2024-11-27 17:24:44,,,,,2024-10-22 19:40:28,11,,1
M27UMFMFYC,Reliable 20240820,,0,582b0aca7f4c,10.241.65.182,172.17.2.176,5,2,0,0,,,11170,,192.168.1.145,2024-09-04 15:34:04,,,2024-08-20 20:18:06,,,2024-08-20 20:13:11,,2024-08-20 16:41:32,,,1
M2YNZ5B6YE,Reliable 20240820 PRO,11,1,98f07b96e34c,,172.17.2.176,5,0,3,0,,,11226,73.109.47.236,192.168.1.238,2024-12-30 18:26:48,,,2024-12-31 17:39:22,,,2024-08-22 13:49:57,,2024-08-20 21:59:04,94,,1
MBCH7NB5AD,1.00 -- RC6,,1,,10.241.64.158,,,0,,,,,0,,,,,,,,,,,2024-09-12 02:06:37,,,1
MF5D4FEZID,Reliable 20240820 PRO,3,1,68c90bc1f4ac,10.241.64.174,172.17.2.144,5,0,7,0,,,11226,184.151.230.241,192.168.1.240,2024-11-30 11:32:30,,,2024-12-31 17:53:41,2024-03-31 20:23:02,2024-05-16 14:58:36,2024-08-22 13:19:36,,2023-11-18 23:10:09,305,,1
MHB6GSB44B,Westburne Vancouver 20240404,,0,3ce0646f04ec,,172.17.2.208,5,2,0,0,,,11106,,192.168.0.211,2023-06-18 14:55:45,,,2024-04-28 22:18:06,,2023-06-18 14:56:37,,,2024-04-04 16:38:26,,,1
MHNAHSB44B,Reliable 20240912,,0,3ce0647034ec,,172.17.2.208,5,2,0,0,,,11198,184.71.162.178,192.168.1.167,2024-11-25 19:06:12,,,2024-09-14 17:39:12,,,,,2024-04-04 17:04:04,0,,1
MM3YBSB44B,VG Inventory - Reliable 20240418,,0,3ce0641c6d8c,,172.17.2.112,5,2,0,0,,,11106,,192.168.1.206,2024-04-22 18:40:10,,,2024-04-18 23:16:37,,,,,2024-04-18 22:55:59,,,1
MOKONYS44B,Reliable 20240820 PRO,,1,3ce4b0d729cc,10.241.65.158,172.17.2.176,5,0,0,0,,,11198,184.71.162.178,192.168.1.210,2024-11-26 23:56:49,,,2024-11-27 00:17:45,,,2024-08-22 14:17:47,,2024-08-20 20:58:26,70,,1
MUZ5GSB44B,Reliable 20240820,,0,3ce0646ee68c,,172.17.2.112,5,2,0,0,,,11170,,192.168.1.221,2024-05-27 13:01:54,,,2024-09-04 15:58:56,2024-08-20 18:38:37,,,,2024-04-22 17:23:56,,,1
MVS3Z5B6YE,Reliable 20240820 PRO,,1,98f07b9dcaac,10.241.65.150,172.17.2.144,5,0,0,0,,,11170,,192.168.1.23,2024-09-04 18:17:45,,,2024-09-04 18:31:11,,,2024-08-22 14:17:55,,2024-08-20 20:58:02,,,1
MWMRAUGVUE,Reliable 20240912,,0,94a9a808b2cc,,172.17.2.176,5,2,0,0,,,11198,184.71.162.178,192.168.1.211,2024-11-26 23:39:44,,,2024-09-14 15:29:50,,,,,2024-04-18 22:28:03,0,,1
NA5GP3XCEH,Bundle - Gescan 20240404,,1,e415f6f3740d,10.241.64.58,172.17.2.113,5,0,0,0,,,11142,,192.168.1.149,2023-06-18 14:55:44,,,2024-06-07 17:51:50,,,2024-06-07 15:31:50,,2024-06-07 15:18:55,,,1
NH3M6Y77AH,Mike Klassen - Gescan 20240404,196,1,e0fff1e66ced,,172.17.2.209,5,2,3,0,,,11226,75.155.189.90,192.168.1.65,2024-11-20 06:27:16,,,2024-12-31 17:56:45,2024-11-13 20:40:43,2024-11-13 20:42:08,2024-11-13 20:37:40,2024-11-13 20:37:46,2024-04-04 17:25:32,74,,1
NTN4Z5B6YE,Vancouver 20241022,,0,98f07b9e366d,,172.17.2.209,5,2,0,,,,11198,184.71.162.178,192.168.1.249,2024-11-26 23:52:12,,,2024-11-26 21:42:46,,,,,2024-10-22 19:39:30,0,,1
NW77GSB44B,Bundle - Gescan 20240404,59,1,3ce0646ffecd,10.241.65.118,172.17.2.177,5,2,3,0,,,11226,154.20.23.83,192.168.1.66,2025-01-01 01:57:22,,,2025-01-01 02:05:10,2024-04-04 15:51:12,2024-07-24 23:22:31,2024-04-04 15:50:58,,2024-04-04 14:36:17,70,,1
NYCAHSB44B,Meranda 20240417,58,1,3ce064700b0d,10.241.65.114,172.17.2.113,5,2,3,0,,,11226,207.81.35.177,192.168.0.82,2024-12-24 21:45:41,,,2024-12-31 18:25:34,2024-07-30 18:41:43,2024-08-06 17:01:42,,2023-06-18 15:00:29,2024-04-17 15:12:32,114,,1
NZ3YBSB44B,Reliable 20240912,,0,3ce0641c6f2d,,172.17.2.145,5,2,0,0,,,11198,184.71.162.178,192.168.1.86,2024-05-27 13:01:54,,,2024-09-14 18:31:06,2024-09-14 17:57:04,2024-09-12 15:27:10,2024-09-12 15:22:06,2024-04-17 17:28:44,2024-04-04 14:32:50,0,,1
O44ORNB5AD,Marine Dr 20231211,2,1,60e85b17738e,10.241.64.146,172.17.2.114,5,0,7,0,,,11226,154.5.130.51,192.168.1.79,2024-12-15 00:26:07,,,2024-12-31 18:10:06,,,,,2023-12-11 21:36:14,69,,1
OB75GSB44B,Westburne Nanaimo Adam (F) 20240417,55,1,3ce0646efc2e,10.241.65.42,172.17.2.146,10,0,7,0,,,11220,70.67.193.17,192.168.0.206,2024-12-06 05:40:02,,,2024-12-06 05:47:34,2024-11-23 17:21:02,2024-07-07 15:52:47,,,2024-04-17 18:28:15,71,,1
OE5D4FEZID,Reliable 20240912 PRO,,1,68c90bc1f48e,10.241.64.110,172.17.2.114,5,0,0,0,,,11198,184.71.162.178,192.168.1.99,2024-05-27 13:01:53,,,2024-09-14 18:49:50,,2024-04-18 14:43:43,2024-09-14 15:29:43,,2024-04-18 14:32:37,71,,1
OICONYS44B,Vancouver 20241022,,0,3ce4b0d7090e,,172.17.2.114,5,2,0,,,,11198,184.71.162.178,192.168.1.171,2024-11-26 23:51:45,,,2024-11-26 21:43:56,,,,,2024-10-22 20:08:58,0,,1
OKYZ7NB5AD,Reliable 20240820,,0,60e85bfce14e,,172.17.2.178,5,2,0,0,,,11170,,192.168.1.230,2024-05-27 13:01:54,,,,,,,,2024-08-20 19:25:06,,,1
OMSCPSTQUB,Vancouver 20241022,,0,3484e4f1498e,,172.17.2.114,5,2,0,,,,11198,184.71.162.178,192.168.1.80,2024-05-27 13:01:54,,,2024-11-27 16:23:25,,,,,2024-10-22 18:59:46,0,,1
OP2BPSTQUB,Toronto Stock 20241203,,0,3484e4f0e9ee,,172.17.2.210,5,2,0,,,,11214,209.20.60.12,192.168.111.181,2024-12-03 18:17:34,,,2024-12-03 18:26:20,,,,,2024-10-22 18:59:03,10,,1
ORRCPSTQUB,Vancouver 20241022,,1,3484e4f1462e,10.241.65.86,172.17.2.146,5,2,0,0,,,11198,184.71.162.178,192.168.1.145,2024-11-27 16:53:23,,,2024-11-27 17:05:35,2024-08-28 15:34:21,2024-07-11 19:32:53,2024-07-11 13:40:46,,2024-06-08 14:28:33,71,,1
OWOJRNB5AD,Treehouse VarianPRO - 03 20231130,27,1,60e85b14bace,10.241.64.70,172.17.2.178,5,0,0,0,,,11226,134.41.202.172,172.20.101.10,2024-12-20 08:17:28,,,2024-12-31 17:50:41,,,,,2023-11-30 21:48:51,22,,1
P2IM25B6YE,Reliable 20240912 PRO GREG TO GRIDFWD,,1,98f07ba6234f,10.241.65.78,172.17.2.179,5,0,7,0,,,11184,209.20.60.12,192.168.111.221,2024-05-27 13:01:54,,,2024-09-27 13:43:15,2024-09-27 14:01:50,2024-09-27 14:01:43,,,2024-06-07 19:04:31,14,,1
P3KENVAGMD,Reliable 20240912,,0,6c302ad22b6f,,172.17.2.211,5,2,0,0,,,11198,184.71.162.178,192.168.1.34,2024-11-25 18:45:21,,,2024-09-14 18:01:10,,,2024-09-12 17:28:15,,2024-04-04 17:19:37,0,,1
PERTGSB44B,Bundle - Westburne 2040404,,0,3ce06469c48f,,172.17.2.115,5,2,0,0,,,11108,,192.168.1.231,2024-05-08 22:10:54,,,2024-05-08 22:20:21,,2024-04-18 16:11:38,,,2024-04-18 15:01:22,,,1
PHHSAUGVUE,Reliable 20240820 PRO,,1,94a9a8091cef,10.241.64.226,172.17.2.211,5,0,0,0,,,11170,,192.168.1.64,2024-09-04 18:17:40,,,2024-09-04 18:30:36,2024-08-20 21:24:00,2024-09-04 18:50:11,2024-08-20 20:33:40,,2023-11-18 23:10:09,,,1
PJAVQNB5AD,2250 Folkstone (R40) 20240125,18,1,60e85b0a812f,10.241.64.210,172.17.2.147,5,0,7,0,,,11226,50.68.253.13,192.168.0.173,2024-12-18 21:29:04,,,2024-12-31 17:46:10,,,,,2024-01-25 21:46:27,68,,1
PLVZ7NB5AD,VG Inventory - Reliable 20240418,,0,60e85bfcd56f,,172.17.2.211,5,2,0,0,,,11106,,192.168.1.164,2024-04-22 18:39:13,,,2024-04-22 18:53:02,,,,,2024-04-18 22:55:57,,,1
PW6X5Y77AH,Reliable 20240912,,0,e0fff1dbfacf,,172.17.2.179,5,2,0,0,,,11198,184.71.162.178,192.168.1.37,2024-11-26 23:35:29,,,,,,2024-04-04 17:01:59,,2024-04-04 16:55:16,0,,1
PYJ3Z5B6YE,Toronto Stock 20241203,,0,98f07b9da70f,,172.17.2.115,5,2,0,,,,11214,209.20.60.12,192.168.111.119,2024-12-03 17:53:34,,,2024-12-03 18:02:51,,,,,2024-10-22 20:08:44,11,,1
PZSIMYS44B,Old test 20240912,,1,,10.241.64.22,,,0,,,,,0,,,,,,,,,,,2024-09-12 02:07:49,,,1
QEL5GSB44B,Reliable 20240820,,0,3ce0646eac90,,172.17.2.116,5,2,0,0,,,11198,184.71.162.178,192.168.1.200,2024-11-25 16:42:55,,,2024-11-25 17:02:20,,2024-11-25 16:47:16,2024-08-20 19:43:54,,2024-08-20 17:06:21,0,,1
QFRTGSB44B,Reliable 20240820,,0,3ce06469c4b0,,172.17.2.148,5,2,0,0,,,11170,,192.168.1.14,2024-05-27 13:01:54,,,2024-08-20 19:25:25,2024-09-04 15:45:31,,,,2024-08-20 19:15:14,,,1
QHUONYS44B,Vancouver 20241022,,0,3ce4b0d750f0,,172.17.2.212,5,2,0,,,,11198,184.71.162.178,192.168.1.132,2024-11-27 16:53:38,,,2024-10-22 17:55:30,,,,,2024-10-22 17:43:25,0,,1
QL2Z7NB5AD,Toronto Stock 20241203,,1,60e85bfce970,10.241.65.82,172.17.2.212,5,2,0,0,,,11214,209.20.60.12,192.168.111.16,2024-12-03 17:38:53,,,2024-12-03 15:19:45,2024-12-02 16:37:24,2024-12-02 16:37:29,2024-10-22 17:19:13,,2024-06-07 19:10:42,50,,1
